[37, 120, 109, 14053, 14162, 19447, 192, 22, 180, 17215, 15276, 5468, 16441, 18962, 15717, 3821, 2697, 11916, 2870, 13765, 14638, 17778, 156, 19020, 19074, 9574, 10065, 10462, 17549, 15794, 365, 7677, 402, 252, 9182, 16981, 6578, 7303, 7424, 7561, 3597, 3729, 16734, 578, 19098, 12201, 18528, 12837, 12199, 12661, 13056, 13003, 15785, 11879, 7668, 9428, 19413, 1233, 15764, 13665, 3663, 17327, 203, 196, 12445, 18989, 7688, 651, 14528, 17511, 4529, 4533, 14481, 4511, 18224, 1991, 432, 9599, 450, 18317, 16077, 17540, 7510, 4664, 877, 18983, 8797, 16500, 13391, 18589, 9747, 19378, 14627, 9243, 9690, 12958, 16192, 11626, 10671, 15974, 18909, 2565, 2604, 16838, 2206, 15384, 9197, 11241, 16258, 16503, 14124, 6583, 11562, 19055, 11273, 6007, 7570, 17486, 10491, 15355, 10230, 8532, 8082, 6770, 7987, 8020, 912, 14473, 839, 650, 514, 14446, 527, 509, 13596, 6879, 12712, 16426, 9290, 18069, 5514, 5510, 5516, 3652, 5496, 9865, 14339, 1702, 1654, 1578, 8171, 4357, 8618, 12272, 7390, 16303, 3549, 3622, 3551, 19339, 4376, 2699, 10859, 10623, 10590, 16591, 16589, 12051, 12696, 14996, 6046, 13770, 5871, 6105, 11345, 16669, 5636, 13084, 5630, 9803, 11924, 15492, 17115, 16322, 19513, 11524, 10619, 17353, 15376, 1145, 16701, 19349, 19385, 11007, 16825, 11631, 10546, 16815, 5279, 10581, 12827, 9973, 12848, 6630, 19250, 16348, 5350, 11692, 5523, 5263, 13850, 7833, 15519, 7855, 8105, 16610, 13511, 16965, 11725, 11884, 11935, 6722, 6741, 11927, 11100, 18395, 4573, 4834, 11926, 7167, 8486, 14190, 8761, 14211, 14215, 11222, 10474, 6153, 10533, 18172, 15590, 10247, 18387, 15646, 10143, 18209, 12915, 10950, 17672, 18765, 6655, 10292, 17680, 16771, 16184, 1207, 3820, 18927, 7551, 1220, 1840, 12260, 1194, 1858, 1969, 15425, 11779, 11791, 11773, 6349, 10765, 12864, 1987, 12873, 2096, 5486, 6191, 16788, 13167, 18498, 4766, 1354, 1387, 4311, 1407, 3268, 19211, 5002, 3198, 3006, 10718, 5312, 18327, 5325, 10958, 14616, 13485, 8841, 12365, 13434, 19176, 8974, 8982, 16418, 14130, 17480, 8156, 8125, 8144, 8168, 17281, 17943, 17842, 11180, 14829, 3879, 15983, 16992, 18520, 11780, 19481, 11362, 9651, 9633, 4519, 9048, 9047, 9042, 18437, 11733, 12560, 8728, 8718, 16177, 8725, 17310, 9172, 9171, 17714, 17579, 15092, 14526, 14986, 16283, 12027, 7056, 13690, 8814, 18472, 16402, 18515, 18466]
[81, 139, 19401, 5, 141, 13206, 19447, 192, 187, 190, 11872, 5434, 11182, 7670, 14371, 2849, 13183, 9910, 2907, 4478, 152, 36, 169, 8698, 4885, 11718, 15801, 4839, 12257, 4445, 15836, 406, 17509, 379, 8135, 17661, 145, 15106, 11350, 7624, 5207, 19279, 14440, 5195, 5159, 3986, 18877, 18204, 18883, 15131, 19057, 14705, 18720, 18867, 15782, 3281, 17697, 1250, 10749, 17698, 222, 198, 213, 17087, 10161, 7513, 8658, 7889, 16559, 8386, 13654, 12095, 11676, 18258, 18280, 16529, 1991, 8409, 7895, 16601, 15752, 17541, 8713, 7914, 12419, 11473, 11325, 11465, 17733, 8802, 13335, 14000, 9245, 13678, 13679, 13869, 9095, 15905, 16025, 16193, 2536, 9273, 2631, 2691, 14492, 9209, 13301, 13142, 16572, 16011, 15305, 11567, 15928, 14132, 5126, 17014, 18092, 5024, 6014, 11785, 8506, 8444, 7221, 8441, 8063, 11114, 7748, 890, 923, 7754, 711, 13642, 11511, 11503, 14468, 7077, 7159, 6934, 17747, 7235, 10021, 13381, 14714, 5510, 10942, 1678, 1793, 1667, 1742, 1617, 8689, 13164, 8704, 8687, 19692, 2940, 3651, 2150, 3677, 18377, 4290, 10590, 4394, 4157, 9439, 14985, 9188, 12051, 18023, 15002, 13181, 10504, 10449, 6112, 13790, 5633, 5669, 12174, 19769, 5662, 18458, 9970, 19260, 983, 12427, 15290, 1147, 15397, 15336, 6714, 11262, 16543, 9031, 10032, 16825, 10543, 5285, 5408, 15958, 5276, 9973, 883, 12813, 12523, 13753, 10895, 5527, 5340, 10333, 5604, 16417, 8107, 13841, 8048, 7917, 5577, 7009, 5551, 11025, 5562, 11935, 16942, 6606, 720, 17729, 5078, 4583, 4916, 4893, 1302, 17008, 19495, 14210, 8762, 14213, 8999, 11806, 6147, 6140, 16929, 15646, 15638, 16017, 19361, 12149, 12913, 11265, 18618, 14353, 17745, 17795, 15957, 12089, 11079, 17562, 18926, 1215, 1189, 1181, 1214, 1860, 2016, 3649, 19594, 13804, 5048, 4424, 9487, 6196, 15486, 15522, 3049, 2043, 2180, 9420, 11919, 2731, 2735, 2936, 2710, 1329, 1486, 1425, 1481, 1317, 3073, 3342, 3406, 3316, 1472, 5588, 5323, 5301, 17927, 5325, 8931, 8860, 12373, 8829, 8859, 17143, 11486, 17500, 12031, 7021, 9534, 17537, 8126, 8138, 16849, 11185, 5922, 17861, 11431, 16434, 7740, 17116, 11238, 19754, 9226, 10244, 11354, 5700, 15409, 11698, 13370, 18444, 14459, 18437, 13441, 14329, 12628, 12903, 8727, 16172, 14989, 18495, 9174, 9147, 18010, 13690, 8809, 8813, 7662, 8811, 13723, 7056, 18471, 8814, 18466, 17381, 16402]
[64, 4808, 12886, 10569, 8529, 2689, 2598, 2702, 15473, 15798, 15122, 6871, 5432, 11189, 11001, 2640, 13939, 2859, 2775, 11161, 174, 169, 153, 175, 172, 18885, 9416, 7882, 13101, 15307, 328, 12869, 18840, 12780, 422, 13580, 725, 7255, 10836, 7065, 5178, 5203, 5156, 5188, 14383, 12662, 15568, 2446, 2450, 12199, 15819, 18194, 16841, 18015, 8199, 1272, 12967, 4287, 14544, 19223, 218, 11011, 16353, 202, 209, 7889, 8359, 5625, 7517, 7973, 15966, 16867, 16963, 4501, 16750, 448, 13259, 10041, 11152, 9601, 6490, 7537, 8709, 10046, 17276, 284, 12998, 290, 6429, 11461, 9252, 12033, 14614, 2017, 17378, 10785, 11169, 8862, 10209, 13235, 6605, 2674, 9524, 2664, 2566, 581, 16572, 12591, 9528, 14104, 19430, 14132, 15344, 16087, 15342, 6037, 6006, 18101, 19787, 6034, 8457, 12005, 8553, 8502, 742, 878, 793, 842, 771, 7977, 597, 16002, 13423, 731, 715, 13247, 15074, 5608, 8078, 13392, 5477, 11814, 10023, 12444, 18005, 2367, 14691, 16102, 1609, 1801, 16692, 15093, 12119, 8439, 8645, 3860, 3806, 19725, 15720, 3870, 18949, 15277, 11383, 4113, 17760, 18730, 18023, 18605, 14996, 14958, 17023, 13175, 11393, 10450, 6070, 9802, 5659, 5653, 12166, 12168, 19260, 992, 5526, 12197, 10934, 17324, 11106, 19265, 15367, 6478, 12335, 16540, 7293, 10960, 12686, 6837, 9662, 10549, 10574, 5267, 12823, 13673, 13163, 13750, 13760, 6702, 18216, 13971, 10595, 5531, 7813, 14095, 7444, 8109, 7760, 5617, 5545, 18239, 5558, 5613, 18571, 11940, 4860, 720, 10444, 16428, 4832, 3430, 4591, 4998, 13030, 11346, 13049, 14214, 8558, 16929, 6169, 18218, 6131, 6120, 10842, 17097, 13071, 8960, 14180, 15145, 17756, 5776, 10753, 11374, 17680, 6570, 14923, 18206, 6390, 14957, 18927, 10053, 4947, 1201, 19618, 1895, 11195, 1833, 2111, 18368, 6313, 6244, 11662, 6202, 2485, 2317, 11968, 2399, 2400, 6217, 11920, 16432, 14675, 2751, 4617, 1427, 1344, 1478, 3299, 3122, 3286, 3360, 3733, 13903, 5309, 17206, 18327, 9467, 5320, 14324, 8825, 12378, 8908, 2762, 18158, 8861, 9679, 18791, 10792, 17538, 17610, 7289, 13405, 7355, 17275, 16606, 12552, 10620, 14830, 17056, 15036, 18523, 19748, 7271, 10507, 15204, 5692, 5693, 15850, 12046, 14457, 18452, 18524, 19144, 14507, 17165, 15446, 9400, 6695, 16031, 9140, 9133, 12052, 13741, 19267, 7056, 14986, 13690, 8811, 15132, 12027, 18472, 18470, 18471, 18474, 18473]
[12996, 31, 46, 61, 40, 181, 182, 13201, 15499, 185, 5417, 9106, 18198, 17718, 5474, 14689, 12271, 19675, 8690, 16284, 36, 670, 177, 4885, 153, 4457, 12259, 9571, 14938, 11168, 9740, 321, 12413, 345, 14090, 10240, 15830, 17764, 10078, 14782, 14373, 5231, 18058, 5178, 14711, 2244, 12210, 5020, 15599, 3968, 7669, 9816, 18867, 17258, 17218, 19215, 9449, 4117, 9446, 18901, 220, 224, 19343, 18649, 11072, 8216, 7517, 867, 16069, 6673, 14911, 6547, 18309, 12101, 15872, 5650, 16592, 454, 385, 5017, 13271, 10715, 877, 15010, 12900, 284, 18542, 13636, 12310, 13376, 13678, 8972, 10248, 12150, 9258, 9098, 15014, 17207, 17657, 14959, 2581, 14951, 16269, 14941, 2550, 12591, 16522, 9208, 13923, 11251, 5139, 17288, 12574, 13314, 14097, 6011, 13182, 19701, 11767, 18510, 7440, 8502, 17456, 8480, 15191, 751, 12122, 14473, 940, 890, 743, 11489, 14515, 502, 542, 7066, 6498, 14170, 9831, 12714, 5506, 5485, 19062, 15898, 16327, 1683, 16888, 12261, 1593, 1704, 19678, 8691, 15319, 8646, 11480, 17875, 12818, 13231, 11846, 3842, 4403, 4125, 4034, 4042, 4355, 10353, 15665, 13536, 18017, 9919, 15561, 6088, 10348, 6109, 12535, 5655, 5631, 5648, 9805, 15713, 994, 11474, 12866, 9945, 9950, 1049, 13468, 14408, 6477, 1025, 10361, 12064, 17599, 10460, 12697, 10565, 15503, 17227, 10566, 5278, 13764, 659, 12844, 19249, 12823, 19065, 5332, 6566, 17948, 13965, 7723, 13639, 6049, 17804, 653, 17280, 13968, 5580, 6823, 12447, 11097, 1155, 1169, 11105, 17344, 5073, 4907, 4732, 4730, 4744, 13034, 8497, 8740, 10245, 8768, 5914, 10537, 12321, 10474, 8999, 965, 15590, 16068, 17289, 10044, 9941, 17094, 5711, 12556, 6684, 16542, 6357, 19433, 6814, 6807, 11708, 16977, 1213, 14676, 10855, 19041, 1884, 1939, 10117, 1920, 6256, 6308, 11798, 11751, 6284, 2514, 2046, 2163, 18705, 10955, 2751, 18498, 18591, 6267, 13167, 1383, 1435, 1350, 1362, 12084, 2977, 7863, 4226, 3298, 18938, 18327, 9484, 5303, 17895, 12957, 8832, 10003, 13633, 8878, 14263, 15341, 14114, 17506, 8970, 12107, 8125, 10846, 7352, 8178, 7289, 3750, 13073, 17045, 17940, 17935, 9222, 17120, 9697, 15227, 11076, 15482, 11354, 11363, 5697, 11359, 15150, 17160, 19332, 8031, 18519, 8719, 10148, 12570, 14331, 16182, 9157, 17310, 16586, 9144, 9170, 7662, 14986, 19267, 15092, 7056, 13723, 15132, 18555, 18503, 17381, 18466, 17897]
[5272, 16324, 19013, 16762, 18, 91, 2689, 16378, 185, 193, 5616, 5385, 5459, 4293, 5471, 2927, 16220, 6707, 2826, 4933, 149, 5590, 15805, 4474, 164, 9572, 12019, 16345, 11027, 6177, 7278, 248, 382, 329, 281, 7573, 17495, 7612, 17382, 15348, 5177, 5217, 10437, 14441, 16116, 3953, 15697, 12654, 12203, 14896, 7536, 17229, 18001, 5373, 6223, 1256, 1300, 14543, 9450, 9434, 14327, 201, 214, 17076, 218, 8383, 7544, 5230, 16936, 8238, 8923, 18289, 14892, 13090, 4533, 18511, 447, 460, 16603, 385, 14454, 15750, 6784, 4216, 17240, 8802, 11316, 19365, 12310, 19404, 14613, 14444, 9245, 12151, 14001, 13277, 12893, 14092, 17972, 15861, 13607, 18699, 2582, 16890, 2688, 3625, 10429, 13312, 2982, 15239, 17307, 11547, 5091, 17920, 14109, 13828, 18098, 6001, 10491, 13783, 7822, 451, 17513, 8495, 10999, 7776, 893, 625, 830, 580, 15360, 571, 739, 11468, 673, 10833, 9888, 13138, 17000, 6460, 5501, 12512, 17408, 10478, 10951, 19760, 1604, 1765, 1802, 5084, 7520, 15295, 15992, 8667, 8662, 13338, 13451, 3673, 3717, 13168, 4261, 13763, 4061, 4138, 4400, 16008, 14375, 11013, 11445, 15665, 5741, 6097, 6067, 16770, 6087, 5627, 17985, 12162, 16467, 10456, 9866, 17824, 11474, 12866, 988, 7975, 6762, 17438, 6749, 10524, 11239, 15847, 11271, 11069, 13106, 9662, 5260, 10746, 10563, 5281, 19294, 6776, 6485, 13673, 624, 5354, 5349, 6573, 5283, 5357, 7199, 7775, 12096, 8053, 13799, 7497, 662, 6508, 5570, 13964, 8150, 1152, 6676, 1168, 8120, 4562, 4964, 4888, 4882, 4874, 15685, 14191, 12386, 9511, 13015, 6131, 18205, 6143, 16355, 6168, 8962, 10842, 6535, 14083, 15644, 18618, 17736, 5776, 19371, 15351, 15512, 13426, 6396, 6803, 6755, 14907, 9438, 18927, 19230, 13761, 12111, 12474, 1924, 10812, 14900, 15481, 14983, 16975, 11768, 14425, 2326, 2273, 19662, 2221, 9671, 2704, 14238, 6191, 10263, 2706, 13697, 1481, 1452, 1335, 1484, 3403, 3309, 3270, 2127, 14254, 12957, 5321, 5314, 10301, 14546, 8947, 10698, 8956, 8881, 14626, 11421, 16234, 18792, 19421, 12733, 8144, 15069, 8183, 18294, 10413, 16249, 11738, 9947, 13109, 5908, 11772, 15942, 9225, 9217, 15042, 18223, 5779, 16637, 15967, 16206, 15693, 14285, 14297, 12369, 19577, 16754, 12635, 8722, 14576, 17945, 9146, 9129, 8734, 9160, 5593, 15132, 16283, 13690, 8809, 8811, 15092, 12027, 18464, 11601, 17915, 17383, 18465]
[13911, 60, 10555, 5595, 5597, 15651, 48, 8471, 15578, 189, 11887, 5417, 5448, 15253, 17213, 11916, 16887, 2917, 9817, 2846, 4826, 172, 4885, 158, 165, 18372, 15212, 4473, 15233, 6249, 17149, 18851, 414, 247, 12012, 13359, 15929, 6446, 15915, 10124, 5170, 19281, 5179, 18056, 12388, 3992, 1022, 18739, 2224, 18881, 93, 7668, 18001, 19084, 5375, 1280, 1281, 12925, 14545, 1242, 12824, 8812, 12983, 209, 215, 12015, 18084, 8366, 16075, 8398, 17401, 13655, 15937, 17965, 4500, 6581, 14235, 5079, 16594, 453, 9929, 12426, 12889, 4734, 8709, 15123, 16706, 8808, 17869, 17914, 14612, 13678, 19383, 15939, 14001, 9748, 9983, 14014, 15858, 12038, 2688, 18685, 19446, 13718, 2557, 11241, 10512, 8765, 11496, 9205, 14019, 17969, 14132, 15556, 11037, 18093, 6793, 6028, 17090, 6037, 8627, 8500, 8387, 12126, 17519, 603, 789, 12441, 678, 642, 572, 12464, 487, 684, 15380, 10024, 7016, 7138, 10653, 17589, 5513, 5591, 5478, 5480, 19089, 1666, 11995, 2468, 1707, 1682, 13626, 6723, 18497, 15778, 8652, 15643, 19592, 2310, 3651, 3748, 10853, 4179, 14430, 4140, 9424, 9919, 12870, 15190, 11445, 9195, 5752, 13172, 13401, 6054, 11186, 10483, 12166, 13395, 13990, 5685, 18458, 9982, 17118, 534, 12505, 10398, 7362, 9318, 13455, 11094, 16954, 12698, 18175, 15855, 12561, 10551, 16815, 10565, 10562, 5268, 6775, 10451, 13750, 6742, 12523, 5355, 5334, 5550, 5543, 5344, 7844, 7728, 7969, 7687, 8105, 11352, 5572, 12332, 13981, 11324, 11097, 720, 1158, 10444, 6606, 4753, 11237, 4981, 4678, 4627, 19252, 8740, 13632, 13012, 13035, 9620, 9501, 4361, 11736, 11696, 12149, 13051, 8965, 17289, 7613, 5787, 10271, 16531, 5722, 14039, 6729, 13064, 5062, 16632, 6614, 4757, 10963, 1213, 1215, 1187, 12484, 1875, 5106, 19623, 14227, 6286, 6271, 6183, 6276, 6307, 2117, 2326, 10260, 2026, 18865, 2770, 17572, 18498, 2730, 2715, 10296, 15541, 1406, 1476, 1380, 3298, 3153, 3091, 3027, 3240, 4342, 9464, 18324, 9104, 17700, 18505, 14283, 8943, 12350, 8852, 12764, 10693, 19169, 13808, 9741, 8139, 8132, 8153, 18080, 15730, 11737, 11939, 6373, 10903, 11743, 10828, 14311, 18306, 11238, 8028, 16207, 13398, 5691, 11359, 5700, 19155, 19577, 19137, 10421, 15979, 18915, 12596, 7527, 9532, 8720, 9148, 9178, 19721, 16030, 17579, 14986, 12027, 15092, 8813, 13690, 13723, 15132, 17381, 18474, 11601, 17383, 8814]
[10323, 32, 49, 14332, 10885, 190, 19447, 18365, 185, 16378, 5462, 5429, 17980, 5396, 11726, 18700, 2877, 9280, 2880, 2923, 77, 15545, 152, 4441, 151, 3798, 10399, 16235, 14738, 9560, 281, 276, 415, 18781, 353, 19362, 7976, 7431, 7406, 6465, 7162, 5165, 3258, 15808, 4346, 3930, 3959, 3914, 2139, 15500, 5369, 17225, 6556, 4763, 18001, 1300, 9449, 14020, 3277, 16885, 210, 7583, 229, 227, 7329, 8297, 7738, 926, 18989, 8354, 4480, 6547, 14895, 14881, 17558, 8750, 17667, 9599, 16592, 6706, 7540, 9522, 12931, 7708, 8345, 11325, 11594, 17395, 17387, 596, 605, 9246, 18857, 13309, 12150, 10390, 16961, 8952, 10774, 16736, 2566, 2574, 2551, 2672, 11280, 17435, 9736, 2982, 3025, 3312, 11561, 12082, 11002, 16007, 9374, 15355, 5749, 10479, 6625, 17741, 9296, 8517, 8538, 13346, 8579, 981, 8593, 839, 804, 7378, 514, 6757, 621, 589, 11515, 16179, 7227, 9842, 6928, 16450, 5498, 3652, 10942, 19059, 5480, 2394, 1579, 1733, 1505, 1683, 16070, 8547, 12272, 8678, 8705, 16271, 16687, 11863, 3800, 3584, 14416, 1735, 4130, 17261, 18950, 18730, 16587, 19422, 15665, 9192, 6114, 6099, 6393, 5767, 13770, 5637, 5683, 13497, 5649, 12160, 7851, 996, 10930, 18932, 10940, 3878, 1083, 3696, 1092, 1071, 15844, 6128, 9015, 9382, 17772, 757, 5265, 16948, 11633, 5274, 13753, 19248, 12813, 12523, 1172, 7085, 5332, 1223, 16340, 16348, 7823, 7702, 8038, 17805, 13847, 5587, 13968, 4225, 5574, 17959, 1159, 911, 18244, 17729, 1152, 4928, 5081, 13773, 4582, 4892, 8739, 4368, 9509, 8741, 8486, 14920, 15041, 16552, 15408, 15621, 10166, 6535, 7613, 15509, 11417, 6960, 16790, 15350, 13256, 12529, 17272, 5062, 6691, 19389, 10341, 1190, 11715, 1215, 13288, 10855, 1843, 12485, 12152, 1851, 1948, 10639, 6336, 6275, 6334, 7935, 19135, 2062, 15448, 2273, 4188, 9867, 2753, 17095, 2725, 19287, 7910, 1339, 2333, 1382, 14247, 9974, 3131, 3027, 13077, 3226, 1938, 16976, 6315, 5316, 5291, 6899, 8943, 8930, 12381, 10220, 11421, 15887, 12762, 16923, 8978, 13677, 14351, 8160, 7932, 8124, 17886, 11939, 11738, 16607, 5909, 15874, 14305, 18522, 11776, 15983, 4985, 9504, 19556, 15964, 15967, 18446, 19154, 17160, 18518, 14315, 19719, 16754, 16172, 12603, 14507, 13734, 9155, 9174, 9172, 14093, 12027, 14526, 8809, 13690, 13723, 19267, 7056, 18503, 18471, 18554, 18468, 18469]
[16112, 6611, 15950, 141, 10, 2598, 15578, 8458, 15798, 13202, 11177, 5432, 11887, 13973, 5395, 2954, 18700, 2792, 6327, 2882, 153, 166, 155, 670, 19445, 4436, 3644, 4438, 4462, 18717, 18999, 283, 420, 412, 13537, 7406, 8142, 12178, 7637, 7614, 12184, 5207, 17773, 1005, 18058, 12837, 2131, 12659, 15493, 19668, 93, 15825, 5369, 2919, 10720, 17654, 3391, 1245, 14002, 10116, 16609, 215, 17049, 15012, 205, 19348, 9934, 8362, 949, 12123, 4511, 10120, 14883, 13652, 14892, 9595, 7251, 9549, 19519, 5017, 17541, 8209, 8708, 7652, 13273, 13394, 13431, 18592, 19404, 11618, 13807, 14613, 9243, 9246, 9237, 8834, 9083, 13277, 16917, 9758, 2567, 19452, 2666, 12971, 10798, 16262, 1055, 10517, 14104, 11211, 16087, 10674, 16046, 19734, 9374, 7492, 10076, 11804, 7286, 5024, 854, 12291, 9298, 8594, 8588, 15901, 751, 17256, 7768, 798, 621, 13187, 12114, 11507, 11868, 16494, 7211, 7161, 5716, 10652, 5496, 15987, 5506, 5502, 19058, 1630, 1752, 1583, 18681, 19553, 12999, 8645, 6747, 8686, 7420, 3594, 3721, 12470, 12455, 18707, 4011, 14418, 4019, 4142, 4044, 15665, 15677, 10705, 12696, 12620, 6107, 13768, 12535, 6086, 11370, 15690, 5773, 5620, 17396, 19112, 17026, 15584, 10327, 987, 17731, 15401, 13442, 14399, 3828, 6518, 12571, 16954, 10468, 18143, 9033, 5274, 6837, 9662, 5790, 5281, 1174, 15899, 13760, 13673, 3920, 5544, 5352, 5345, 5335, 10744, 13854, 7847, 18427, 17485, 8005, 5545, 4225, 5570, 16038, 17966, 1154, 10444, 11938, 1169, 13440, 4867, 4621, 9981, 4725, 4833, 14214, 18494, 8769, 14221, 11346, 15223, 16834, 6152, 5747, 16864, 18385, 10044, 16657, 8964, 8116, 17487, 16435, 15708, 10651, 5707, 6487, 5076, 10891, 16951, 6488, 14676, 13288, 19035, 1197, 13008, 1195, 19597, 12482, 1191, 1904, 4952, 6341, 11268, 5733, 15877, 2029, 2156, 2006, 13225, 14793, 2721, 18916, 2738, 2701, 2743, 3377, 1416, 15257, 16806, 12074, 12323, 7831, 3123, 3246, 3173, 17702, 15259, 10958, 6315, 17231, 12374, 11428, 8940, 14289, 17559, 11500, 12752, 11991, 8861, 16006, 13810, 15730, 8134, 6557, 8158, 5946, 13073, 14721, 5918, 5936, 11076, 11223, 11772, 9219, 16676, 10530, 18323, 9495, 10294, 5697, 15137, 8203, 9037, 7739, 14290, 16752, 12572, 19531, 7527, 11321, 9159, 16029, 9175, 13543, 10377, 8811, 7056, 8813, 19267, 16845, 16283, 15092, 18463, 11869, 18472, 8814, 18556]
[76, 12886, 115, 15803, 68, 35, 13202, 107, 15651, 180, 5413, 5389, 4971, 11477, 18197, 19460, 18686, 2938, 2794, 2803, 15805, 14643, 159, 14639, 174, 15757, 4436, 16413, 15756, 15833, 17134, 18028, 248, 5009, 9706, 9550, 7266, 7635, 15505, 4322, 5217, 3768, 14699, 10438, 9815, 3897, 18248, 18882, 19568, 12205, 15249, 16841, 12449, 18808, 19084, 13665, 14417, 1233, 17628, 15764, 207, 15012, 17077, 14374, 17005, 610, 13285, 8313, 6639, 15438, 4483, 11141, 4484, 17574, 4521, 455, 13999, 13997, 7933, 434, 16077, 11877, 18577, 8710, 12419, 18475, 11618, 11485, 18983, 596, 9243, 10248, 19382, 9244, 8972, 10357, 10393, 19417, 15086, 18738, 19452, 9524, 8145, 2581, 2568, 14104, 13931, 15669, 11620, 16047, 14525, 11037, 11606, 14192, 5118, 5800, 18088, 6006, 2032, 18095, 8470, 17684, 854, 8627, 12288, 792, 805, 827, 960, 18227, 486, 570, 736, 14468, 15389, 6909, 16495, 16179, 15107, 12189, 5487, 5505, 19089, 5488, 17896, 1726, 1621, 14691, 1593, 19761, 14779, 8704, 18947, 8657, 17607, 14605, 19732, 18531, 3639, 3601, 4085, 4372, 9461, 4111, 4130, 17982, 13536, 13129, 9195, 14991, 6046, 12401, 12006, 6067, 16548, 10456, 17671, 5671, 5622, 16654, 10917, 9909, 10940, 13985, 9956, 8033, 12555, 14846, 10398, 11531, 10424, 15847, 15667, 16248, 9381, 1252, 11723, 10563, 5256, 15503, 6527, 659, 19248, 19250, 12523, 7202, 6566, 5334, 5359, 11000, 13601, 7886, 8056, 18454, 17988, 3665, 12439, 16866, 19358, 6766, 1160, 8166, 1168, 1167, 11097, 4950, 1045, 5018, 4583, 4851, 9508, 13143, 8757, 13630, 13014, 11357, 15759, 9619, 16645, 6150, 8964, 6579, 16068, 15177, 15590, 5755, 5770, 14758, 5794, 3854, 6737, 6618, 6730, 12020, 17273, 18926, 13698, 17575, 12307, 1218, 11247, 9771, 19584, 17874, 1889, 11671, 13093, 14437, 13240, 4398, 19146, 2322, 2248, 2157, 2146, 2391, 2587, 14675, 2716, 16298, 1503, 1465, 15601, 1391, 1422, 3212, 3763, 15410, 10262, 3470, 5305, 9104, 5294, 14047, 15259, 8936, 8902, 6407, 8776, 8893, 15326, 19176, 18173, 8974, 8983, 17610, 17124, 9350, 14347, 7342, 5937, 5935, 17861, 9959, 13109, 14310, 9728, 19751, 15042, 11778, 5690, 15964, 11355, 19493, 5693, 11792, 14992, 9056, 14288, 18519, 6836, 16185, 16754, 16131, 12633, 7195, 14093, 17581, 7136, 9177, 16845, 13690, 8809, 14986, 13723, 7662, 16283, 18464, 17915, 18515, 8814, 18556]
[1, 10138, 136, 17184, 19311, 13206, 19447, 182, 13201, 15578, 11182, 12242, 5463, 5239, 14859, 2861, 2822, 18608, 11754, 19410, 18984, 14639, 13184, 17778, 176, 1264, 12258, 18703, 16235, 5041, 353, 16480, 12777, 300, 303, 7531, 12471, 17103, 7375, 18064, 5159, 578, 17803, 18366, 19098, 3892, 3942, 11954, 15572, 3986, 11710, 17704, 5380, 8199, 5065, 4780, 11158, 11755, 1251, 12875, 11008, 209, 220, 19765, 199, 13730, 8602, 15052, 8323, 15025, 14480, 13086, 11676, 14483, 9527, 5017, 6782, 444, 9548, 432, 7643, 10715, 11023, 9346, 17540, 11597, 11485, 18589, 15170, 12998, 9246, 9257, 13852, 8830, 9242, 9877, 9750, 17197, 9121, 16875, 9273, 18695, 2593, 16842, 2206, 14541, 16050, 11496, 9207, 15593, 18152, 17660, 14119, 13314, 16024, 11783, 7563, 17012, 18166, 6037, 7801, 8234, 12719, 451, 18598, 968, 8568, 781, 838, 845, 7769, 738, 558, 13186, 11489, 6855, 16505, 16756, 6913, 7215, 5492, 5476, 12856, 15791, 5579, 19352, 4872, 14569, 1687, 1660, 12960, 19691, 8648, 515, 8676, 13451, 12814, 11525, 10316, 3550, 3426, 19533, 4126, 4060, 17761, 12619, 18605, 9187, 14996, 8118, 16301, 7963, 10502, 5871, 6103, 532, 13110, 5667, 13450, 5643, 5526, 985, 4646, 6701, 6426, 15765, 13473, 14391, 15400, 15378, 16990, 17638, 10042, 9033, 6926, 5266, 9669, 15958, 5284, 10564, 12838, 6485, 12823, 12827, 19250, 6559, 5263, 15301, 6566, 18242, 13863, 7950, 7844, 13801, 13799, 17992, 11322, 692, 5557, 6823, 1152, 11809, 17729, 6754, 10444, 14664, 4579, 4673, 18252, 14455, 19495, 8774, 8748, 18260, 8752, 10430, 6129, 15037, 6750, 10773, 7613, 19364, 13570, 938, 12280, 18618, 5705, 14977, 5725, 11006, 18390, 6389, 9652, 16054, 12679, 11716, 1200, 9826, 11707, 12522, 16725, 14900, 1964, 1853, 16818, 15607, 6334, 6201, 16293, 6282, 16132, 2416, 2478, 2346, 2396, 16789, 12988, 2714, 17194, 9864, 1377, 4799, 1427, 1366, 3476, 3216, 15564, 2977, 3186, 3210, 9104, 4717, 9468, 17932, 5309, 10005, 8893, 10014, 10402, 8820, 17142, 14226, 18791, 12935, 18798, 8174, 14524, 8138, 15527, 16245, 17852, 14835, 5901, 5893, 14826, 11218, 19748, 18306, 11076, 6417, 5701, 11353, 10567, 5702, 18256, 9050, 6555, 18519, 14315, 9037, 14331, 10148, 14576, 16795, 16754, 16254, 17649, 9080, 13196, 9131, 14526, 15092, 16845, 13690, 7056, 14986, 8811, 18503, 17381, 18515, 18464, 18467]
